,date,time,season,game_id,sr_start,sr_finish,sr_delta,streak_number,result,my_team_sr,enemy_team_sr,team_sr_delta,my_team_1,my_team_2,my_team_3,my_team_4,my_team_5,my_team_6,enemy_team_1,enemy_team_2,enemy_team_3,enemy_team_4,enemy_team_5,enemy_team_6,map,round,capscore,score_distance,time_left,team_role,match_length,charcter_1,character_2,character_3,communication,note,psychological_condition,eliminations,objective_kills,damage,healing,deaths,weapon_accuracy,offensive_assists,defensive_assists,scoped
0,12/4/2016,,3,1.0,2387,,,,win,-,-,-,JustWingIt,Gwennie,HBHack,DJDirtyElbow,Crackeye,Planetarian,MrChad,Funkler,Zeefreeman,CrazyFi,Darkweld,WormWood,nepal,-,wwllw,3-2,,cp,22,ana,,,,,meh,,,,,,,,,
1,12/4/2016,,3,2.0,2387,2367,-20,,loss,2617,2619,-2,JustWingIt,Gwennie,HBHack,Celluknight,Devious718,Flanksteak,Rockenstein,Rhino222222,UWOtm8,Karnage,Toosealy4me,Trianta,dorado,1,-,74.54,0,attack,6,ana,,,,,meh,,,,,,,,,
2,12/4/2016,,3,2.0,,,,,loss,2617,2619,-2,JustWingIt,Gwennie,HBHack,Celluknight,Devious719,Flanksteak,Rockenstein,Rhino222223,UWOtm9,Karnage,Toosealy4me,Trianta,dorado,2,0,,0,defend,4,torbjorn,tracer,,,,meh,,,,,,,,,
3,12/4/2016,,3,3.0,2367,2367,0,,,2680,2745,-65,Justwingit,CeleryMan,HBHack,Looty,MisterMaster,Teophrastus,Dad,Mom,Atdubz,Dreamkiller,Favion,Worsttoplane,gibraltar,1,1,0,,attack,0,ana,,,,,meh,,,,,,,,,
4,12/15/2016,,3,4.0,2367,2367,0,,,-,-,-,JustwingIt,Celeryman,HBHack,Looty,Manofthewild,TheSmalldog,DDSBUI,Hannibal,Hasaky,Ihave6pack,RIP,Starfish,dorado,1,0,0,,attack,0,,,,,,meh,,,,,,,,,
5,12/15/2016,,3,5.0,2367,2330,-37,,loss,2659,2687,-28,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,MasterWee,Occi,AJWaka,Deadlykitten,Klubsee,Silver,Skuid,king's row,1,3,70.19,0.8,attack,8,lucio,,,,,meh,,,,,,,,,
6,12/15/2016,,3,5.0,,,,,loss,2659,2687,-28,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,MasterWee,Occi,AJWaka,Deadlykitten,Klubsee,Silver,Skuid,king's row,2,3,70.19,3:25,defend,5,lucio,ana,,,,meh,,,,,,,,,
7,12/15/2016,,3,5.0,,,,,loss,2659,2687,-28,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,MasterWee,Occi,AJWaka,Deadlykitten,Klubsee,Silver,Skuid,king's row,3,0,0,0,attack,1,lucio,ana,,,,meh,,,,,,,,,
8,12/15/2016,,3,5.0,,,,,loss,2659,2687,-28,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,MasterWee,Occi,AJWaka,Deadlykitten,Klubsee,Silver,Skuid,king's row,4,1,0,0,defend,3,lucio,,,,,meh,,,,,,,,,
9,12/15/2016,,3,6.0,2330,2330,0,,,2595,2683,-88,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,Dvus,Elucian,Pajerski,Penguin,Susieeq,Tomeev,Trotsky,template of anubis,-,-,,,attack,,,,,,,meh,,,,,,,,,
10,12/15/2016,,3,7.0,2330,2350,20,,win,2573,2622,-49,JustwingIt,HBHack,Looty,TheSmalldog,Mao,Fubarcrew,DoctorDog,Kamikazi,BarryAllen,KCMax,Truealpha,Yugo,nepal,-,wwllw,3-2,,cp,,lucio,,,,,meh,,,,,,,,,
11,12/6/2016,,3,8.0,2350,2331,-19,,loss,-,-,-,JustwingIt,ADAMFRO,HBHack,Yrova,Cresselia,DiamondSeek,Saurokai,BillSatchels,CryoSight,Fawx72,Markthevi,Primmslim,dorado,1,1,95.55,0,defend,12,lucio,,,,,meh,,,,,,,,,
12,12/6/2016,,3,8.0,,,,,loss,-,-,-,JustwingIt,ADAMFRO,HBHack,Yrova,Cresselia,DiamondSeek,Saurokai,BillSatchels,CryoSight,Fawx72,Markthevi,Primmslim,dorado,2,0,57.08,0,attack,,ana,,,,,meh,,,,,,,,,
13,12/6/2016,,3,9.0,2331,2331,0,,draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,HBHack,Yrova,TheGlaze,Pikming,Billsatchels,CryoSight,Fawx72,Markthevi,Primmslim,hanamura,1,2,,0,defend,9,ana,,,,,meh,,,,,,,,,
14,12/6/2016,,3,9.0,,,,,draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,HBHack,Yrova,TheGlaze,Pikming,Billsatchels,CryoSight,Fawx73,Markthevi,Primmslim,hanamura,2,2,,1:01,attack,7,ana,,,,,meh,,,,,,,,,
15,12/6/2016,,3,9.0,,,,,draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,HBHack,Yrova,TheGlaze,Pikming,Billsatchels,CryoSight,Fawx74,Markthevi,Primmslim,hanamura,3,0,,0,attack,2,lucio,,,,,meh,,,,,,,,,
16,12/6/2016,,3,10.0,2331,2376,45,,win,-,-,-,JustwingIt,ADAMFRO,Berezaa,Yrova,Whimsy,ProCharles,Jcdamonsta,Barebacker,Junito2k,Thelastdon,Theruseblues,Vioiletlegacy,king's row,1,2,34.28,0,defend,10,ana,,,,,meh,,,,,,,,,
17,12/6/2016,,3,10.0,,,,,win,-,-,-,JustwingIt,ADAMFRO,Berezaa,Yrova,Whimsy,ProCharles,Jcdamonsta,Barebacker,Junito2k,Thelastdon,Theruseblues,Vioiletlegacy,king's row,2,3,34.29,1:09,attack,7,ana,,,,,meh,,,,,,,,,
18,12/6/2016,,3,11.0,2376,2419,43,,win,-,-,-,JustwingIt,ADAMFRO,Berezaa,Yrova,Kracky,Breadbug,MadlyDevoid,Kevin,Gin,GPonz,Kai,SneakySnake,illios,-,www,3-0,,cp,13,lucio,ana,,,,meh,,,,,,,,,
19,12/6/2016,,3,12.0,2419,2419,0,,draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,volskaya industries,1,2,,5,attack,4,ana,,,,,meh,,,,,,,,,
20,12/6/2016,,3,12.0,,,,,draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,volskaya industries,2,2,,1,defend,8,ana,,,,,meh,,,,,,,,,
21,12/6/2016,,3,12.0,,,,,draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,volskaya industries,3,2,,0,defend,5,ana,,,,,meh,,,,,,,,,
22,12/6/2016,,3,12.0,,,,,draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,volskaya industries,4,2,,1:33,attack,6,lucio,,,,,meh,,,,,,,,,
23,12/6/2016,,3,12.0,,,,,draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,volskaya industries,5,0,,0,defend,6,lucio,,,,,meh,,,,,,,,,
24,12/6/2016,,3,12.0,,,,,draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,volskaya industries,6,0,,0,attack,2,lucio,,,,,meh,,,,,,,,,
25,12/6/2016,,3,13.0,2419,2454,35,,win,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,LittlePeace,Whimsy,Breakfast,Hoodwatch,Ditto,Hotchocolate,Polanety,dorado,1,0,51.47,0,defend,6,mercy,,,,,meh,,,,,,,,,
26,12/6/2016,,3,13.0,,,,,win,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,LittlePeace,Whimsy,Breakfast,Hoodwatch,Ditto,Hotchocolate,Polanety,dorado,2,1,51.48,3:08,attack,3,zen,,,,,meh,,,,,,,,,
27,12/6/2016,,3,14.0,2454,2501,47,,win,-,-,-,JustwingIt,Favonius,Yrova,NotSoSlims,JustinSane13,Se7en89,PolarWizard,D4ncingcow,ButteredNuts,Elf,Kamilny,Meh,eichenwalde,1,2,44.97,0,attack,8,lucio,,,,,meh,,,,,,,,,
28,12/6/2016,,3,14.0,,,,,win,-,-,-,JustwingIt,Favonius,Yrova,NotSoSlims,JustinSane13,Se7en89,PolarWizard,D4ncingcow,ButteredNuts,Elf,Kamilny,Meh,eichenwalde,2,2,42.49,0,defend,12,ana,mercy,lucio,,,meh,,,,,,,,,
29,12/6/2016,,3,15.0,2501,2553,52,,win,-,-,-,JustwingIt,Yrova,Audioaw2015,Shl1m3,Thenyrus,Woik665,Madmike577,Multiply,FattestCloud,Misterfister,Ryry,Vicious,illios,-,www,3-0,,cp,11,lucio,,,,,meh,,,,,,,,,
30,12/6/2016,,3,16.0,2553,2616,63,,win,-,-,-,JustwingIt,Favonius,Yrova,Meecrob,Heritage,Rdales,Baconpriest,Bustwentysix,Pmuts,Dutchguts,Jigged,Waifmaterial,hanamura,1,2,,0,attack,9,ana,zen,,,,meh,,,,,,,,,
31,12/6/2016,,3,16.0,,,,,win,-,-,-,JustwingIt,Favonius,Yrova,Meecrob,Heritage,Rdales,Baconpriest,Bustwentysix,Pmuts,Dutchguts,Jigged,Waifmaterial,hanamura,2,1,,0,defend,,ana,,,,,meh,,,,,,,,,
32,12/6/2016,,3,17.0,2616,2595,-21,,loss,-,-,-,JustwingIt,ADAMFRO,Favonius,Yrova,KingPin,DayBreak,Nokeyboy062,Mitrus,Bronzie,Sockdolager,Undermind,Wacky,template of anubis,1,2,,1:15,defend,7,mercy,,,,,meh,,,,,,,,,
33,12/6/2016,,3,17.0,,,,,loss,-,-,-,JustwingIt,ADAMFRO,Favonius,Yrova,KingPin,DayBreak,Nokeyboy063,Mitrus,Bronzie,Sockdolager,Undermind,Wacky,template of anubis,2,2,,0,attack,10,lucio,,,,,meh,,,,,,,,,
34,12/6/2016,,3,17.0,,,,,loss,-,-,-,JustwingIt,ADAMFRO,Favonius,Yrova,KingPin,DayBreak,Nokeyboy064,Mitrus,Bronzie,Sockdolager,Undermind,Wacky,template of anubis,3,1,,34,defend,2,zen,lucio,,,,meh,,,,,,,,,
35,12/7/2016,,3,18.0,2595,2573,-22,,loss,2707,2784,-77,JustWingit,Darkot,HBHack,Jrey,Looty,Infinitend,Edoc,Flutterfish,Fuze,Hoooooooward,Ryrxanthony,TLJDRBill,gibraltar,1,0,83.81,0,attack,5,lucio,,,,,meh,,,,,,,,,
36,12/7/2016,,3,18.0,,,,,loss,2707,2784,-77,JustWingit,Darkot,HBHack,Jrey,Looty,Infinitend,Edoc,Flutterfish,Fuze,Hoooooooward,Ryrxanthony,TLJDRBill,gibraltar,2,1,83.82,0,defend,1,ana,,,,Infinitend decided to just afk this game and force us the lost,meh,,,,,,,,,
37,12/7/2016,,3,19.0,2573,2609,36,,win,2693,2711,-18,JustWingit,Darkot,HBHack,Jrey,Looty,DikDik,Dim,Ducman1806,Frzn,Janky,Savant,TomRoadrunnr,king's row,1,0,0,0,defend,4,mercy,,,,,meh,,,,,,,,,
38,12/7/2016,,3,19.0,,,,,win,2693,2711,-18,JustWingit,Darkot,HBHack,Jrey,Looty,DikDik,Dim,Ducman1807,Frzn,Janky,Savant,TomRoadrunnr,king's row,2,1,0,0,attack,3,zen,,,,,meh,,,,,,,,,
39,12/7/2016,,3,20.0,2609,2588,-21,,loss,2720,2706,14,JustWingit,Darkot,HBHack,Jrey,Looty,AkaJlee,Grandfinale,Ambassador,Leah,Nocturne,OhBlazing,Raziel,numbani,1,3,71.75,3:03,defend,5,mercy,,,,,meh,,,,,,,,,
40,12/7/2016,,3,20.0,,,,,loss,2720,2706,14,JustWingit,Darkot,HBHack,Jrey,Looty,AkaJlee,Grandfinale,Ambassador,Leah,Nocturne,OhBlazing,Raziel,numbani,2,0,0,0,attack,4,lucio,,,,,meh,,,,,,,,,
41,12/7/2016,,3,21.0,2588,2564,-24,,loss,2694,2733,-39,JustWingit,Darkot,Jrey,Looty,Dread,Rainbow,Sirboom,Hurtsdonut,Aali,Sockdolager,Sotet,Vinnypotato,hollywood,1,3,79.06,0,defend,10,lucio,mercy,,,,meh,,,,,,,,,
42,12/7/2016,,3,21.0,,,,,loss,2694,2733,-39,JustWingit,Darkot,Jrey,Looty,Dread,Rainbow,Sirboom,Hurtsdonut,Aali,Sockdolager,Sotet,Vinnypotato,hollywood,2,3,79.06,0:28,attack,10,lucio,,,,,meh,,,,,,,,,
43,12/7/2016,,3,21.0,,,,,loss,2694,2733,-39,JustWingit,Darkot,Jrey,Looty,Dread,Rainbow,Sirboom,Hurtsdonut,Aali,Sockdolager,Sotet,Vinnypotato,hollywood,3,1,85.69,0,defend,5,mercy,lucio,,,,meh,,,,,,,,,
44,12/7/2016,,3,21.0,,,,,loss,2694,2733,-39,JustWingit,Darkot,Jrey,Looty,Dread,Rainbow,Sirboom,Hurtsdonut,Aali,Sockdolager,Sotet,Vinnypotato,hollywood,4,1,42.79,0,attack,2,zen,,,,,meh,,,,,,,,,
45,12/7/2016,,3,22.0,2564,2538,-26,,loss,2722,2757,-35,JustWingit,Darkot,Looty,Danari,Boom,Lucerya,Aurik,Amorfati,Enzo,Foolhardyace,Texmax007,Yooa,nepal,-,lll,0-3,,cp,15,lucio,mercy,lucio,,Ana,meh,,,,,,,,,
46,12/7/2016,,3,23.0,2538,2564,26,,win,2655,2736,-81,JustwingIt,Darkot,HBhack,Tweetybird,Thriller,Smooth,Extracrispy,Danari,Veven12,Austinius,Alush,Mairon,eichenwalde,1,1,120.19,0,defend,8,ana,,,,Disconnect on enemy team in last 20 seconds. ,meh,,,,,,,,,
47,12/7/2016,,3,23.0,,,,,win,2655,2736,-81,JustwingIt,Darkot,HBhack,Tweetybird,Thriller,Smooth,Extracrispy,Danari,Veven13,Austinius,Alush,Mairon,eichenwalde,2,2,120.2,0,attack,6,ana,,,,,meh,,,,,,,,,
48,12/7/2016,,3,24.0,2564,2590,26,,win,2705,2709,-4,JustwingIt,Darkot,HBhack,Looty,Throw,Vicious,Tweetybird,MonkeyGamer,Draph,Einriech,Groverdog,RobertJcat,hollywood,1,1,100.31,0,defend,7,ana,,,,Throw isn't a bad rein,meh,,,,,,,,,
49,12/7/2016,,3,24.0,,,,,win,2705,2709,-4,JustwingIt,Darkot,HBhack,Looty,Throw,Vicious,Tweetybird,MonkeyGamer,Draph,Einriech,Groverdog,RobertJcat,hollywood,2,2,100.32,0,attack,5,ana,,,,,meh,,,,,,,,,
50,12/7/2016,,3,25.0,2590,2568,-22,,loss,2787,2812,-25,JustwingIt,Darkot,HBhack,Yrova,Rexqu,Timyu,Icestrikes,Louiloo,Glaicer123,Knut,MrWiggles,Z3ro,route 66,1,0,79.25,0,attack,3,ana,,,,,meh,,,,,,,,,
51,12/7/2016,,3,25.0,,,,,loss,2787,2812,-25,JustwingIt,Darkot,HBhack,Yrova,Rexqu,Timyu,Icestrikes,Louiloo,Glaicer124,Knut,MrWiggles,Z3ro,route 66,2,1,79.26,0,defend,2,ana,,,,,meh,,,,,,,,,
52,12/7/2016,,3,26.0,2568,2599,31,,win,2760,2803,-43,JustwingIt,Darkot,HBhack,Yrova,Russel,Torous,Mankdemez,Uhhnegative,hypermarc,sartorius,steve5mq,zalk,numbani,1,3,71.75,4:47,attack,4,lucio,,,,,meh,,,,,,,,,
53,12/7/2016,,3,26.0,,,,,win,2760,2803,-43,JustwingIt,Darkot,HBhack,Yrova,Russel,Torous,Mankdemez,Uhhnegative,hypermarc,sartorius,steve5mq,zalk,numbani,2,0,0,0,defend,4,symmetra,,,,,meh,,,,,,,,,
54,12/7/2016,,3,27.0,2599,2626,27,,win,2799,2783,16,JustwingIt,Darkot,HBhack,Yrova,Apoamoxi,JuicyJa,Dox,Prazza,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,template of anubis,1,2,,3:51,attack,5,ana,,,,,meh,,,,,,,,,
55,12/7/2016,,3,27.0,,,,,win,2799,2783,16,JustwingIt,Darkot,HBhack,Yrova,Apoamoxi,JuicyJa,Dox,Prazza,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,template of anubis,2,2,,3:43,defend,5,symmetra,ana,,,,meh,,,,,,,,,
56,12/7/2016,,3,27.0,,,,,win,2799,2783,16,JustwingIt,Darkot,HBhack,Yrova,Apoamoxi,JuicyJa,Dox,Prazza,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,template of anubis,3,1,,0,defend,5,symmetra,lucio,,,,meh,,,,,,,,,
57,12/7/2016,,3,27.0,,,,,win,2799,2783,16,JustwingIt,Darkot,HBhack,Yrova,Apoamoxi,JuicyJa,Dox,Prazza,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,template of anubis,4,2,,0,attack,5,lucio,,,,,meh,,,,,,,,,
58,12/7/2016,,3,28.0,2626,2626,0,,,2813,2788,25,JustwingIt,Darkot,HBhack,Yrova,SpaceAfrican,Pree,Gamerite,Cleeborp,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,lijiang tower,-,-,,,cp,,,,,,,meh,,,,,,,,,
59,12/7/2016,,3,29.0,2626,2603,-23,,loss,2813,2800,13,JustwingIt,Darkot,HBhack,Yrova,K2Alt,Morb,DiceyKins,AnimeTiddy,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,hanamura,1,2,,2:33,defend,5,ana,zen,,,,meh,,,,,,,,,
60,12/7/2016,,3,29.0,,,,,loss,2813,2800,13,JustwingIt,Darkot,HBhack,Yrova,K2Alt,Morb,DiceyKins,AnimeTiddy,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,hanamura,2,1,,0,attack,9,ana,,,,,meh,,,,,,,,,
61,12/7/2016,,3,30.0,2603,2629,26,,win,2760,2828,-68,JustwingIt,Darkot,HBhack,Yrova,R3ich,Crownklown,Balackmax,Avisto,Alzarial,FloridaRolf,Lelouch,Noctu,numbani,1,3,71.75,2:17,defend,5,ana,,,,,meh,,,,,,,,,
62,12/7/2016,,3,30.0,,,,,win,2760,2828,-68,JustwingIt,Darkot,HBhack,Yrova,R3ich,Crownklown,Balackmax,Avisto,Alzarial,FloridaRolf,Lelouch,Noctu,numbani,2,3,71.75,:53,attack,7,mercy,lucio,,,,meh,,,,,,,,,
63,12/7/2016,,3,30.0,,,,,win,2760,2828,-68,JustwingIt,Darkot,HBhack,Yrova,R3ich,Crownklown,Balackmax,Avisto,Alzarial,FloridaRolf,Lelouch,Noctu,numbani,3,2,23.2,0,attack,4,lucio,,,,,meh,,,,,,,,,
64,12/7/2016,,3,30.0,,,,,win,2760,2828,-68,JustwingIt,Darkot,HBhack,Yrova,R3ich,Crownklown,Balackmax,Avisto,Alzarial,FloridaRolf,Lelouch,Noctu,numbani,4,0,0,0,defend,3,mercy,,,,,meh,,,,,,,,,
65,12/7/2016,,3,31.0,2629,2615,-14,,loss,2895,2952,-57,JustwingIt,Beast,Berezaa,Darkot,Yrova,Lok,Kache,CkGamer,Donkonit,ItsGood,Jahwa,Rano,eichenwalde,1,1,84.44,0,attack,7,mercy,,,,,meh,,,,,,,,,
66,12/7/2016,,3,31.0,,,,,loss,2895,2952,-57,JustwingIt,Beast,Berezaa,Darkot,Yrova,Lok,Kache,CkGamer,Donkonit,ItsGood,Jahwa,Rano,eichenwalde,2,2,84.45,0,defend,4,ana,,,,,meh,,,,,,,,,
67,12/7/2016,,3,32.0,2615,2615,0,,draw,2875,2952,-77,JustwingIt,Beast,Darkot,Yrova,Ziftry,Kebabman101,Turtlemagic,Ownagetaker,Allstar,Frontline,Intuition,RSO,volskaya industries,1,2,,2:03,attack,6,lucio,,,,,meh,,,,,,,,,
68,12/7/2016,,3,32.0,,,,,draw,2875,2952,-77,JustwingIt,Beast,Darkot,Yrova,Ziftry,Kebabman102,Turtlemagic,Ownagetaker,Allstar,Frontline,Intuition,RSO,volskaya industries,2,2,,0,defend,9,mercy,lucio,,,,meh,,,,,,,,,
69,12/7/2016,,3,32.0,,,,,draw,2875,2952,-77,JustwingIt,Beast,Darkot,Yrova,Ziftry,Kebabman103,Turtlemagic,Ownagetaker,Allstar,Frontline,Intuition,RSO,volskaya industries,3,0,,0,attack,3,ana,,,,,meh,,,,,,,,,
70,12/7/2016,,3,33.0,2615,2593,-22,,loss,2869,2952,-83,JustwingIt,Beast,Berezaa,Darkot,Poiu45,Edge,Paralex,Gumihofox,Baich,Dragonshiryu,Punihser,Valhalla,hanamura,1,2,,1:18,defend,7,luico,ana,,,,meh,,,,,,,,,
71,12/7/2016,,3,33.0,,,,,loss,2869,2952,-83,JustwingIt,Beast,Berezaa,Darkot,Poiu45,Edge,Paralex,Gumihofox,Baich,Dragonshiryu,Punihser,Valhalla,hanamura,2,0,,0,attack,5,zen,,,,,meh,,,,,,,,,
72,12/9/2016,,3,34.0,2593,2619,26,,win,2754,2712,42,JustWingIt,Celeryman,Darkot,Ham,Solojones,Hurtsmyworld,Golaebob,Sparkie,Pangu,Rendei,Spirithunter,Szeto,nepal,-,www,3-0,,cp,22,lucio,,,,,meh,,,,,,,,,
73,12/9/2016,,3,35.0,2619,2642,23,,win,2809,2824,-15,JustWingIt,Celeryman,Darkot,Solojones,AlexBinYu,MasterC,Scare,Winter,Beastmo,Canuckfan145,Scoutkid,Slaughter56,route 66,1,2,69,0,defend,8,ana,mercy,,,,meh,,,,,,,,,
74,12/9/2016,,3,35.0,,,,,win,2809,2824,-15,JustWingIt,Celeryman,Darkot,Solojones,AlexBinYu,MasterC,Scare,Winter,Beastmo,Canuckfan146,Scoutkid,Slaughter57,route 66,2,3,69.01,0,attack,5,mercy,,,,,meh,,,,,,,,,
75,12/9/2016,,3,36.0,2642,2672,30,,win,2830,2820,10,JustWingIt,Celeryman,Darkot,Solojones,BlackPrinice,Yojiexo,Angriouxxx,Asong,Danifer,Eunpyung,Jswag,Pcemakr,gibraltar,1,2,70.25,0,defend,9,mercy,,,,,meh,,,,,,,,,
76,12/9/2016,,3,36.0,,,,,win,2830,2820,10,JustWingIt,Celeryman,Darkot,Solojones,BlackPrinice,Yojiexo,Angriouxxx,Asong,Danifer,Eunpyung,Jswag,Pcemakr,gibraltar,2,3,70.26,0,attack,5,mercy,,,,,meh,,,,,,,,,
77,12/9/2016,,3,37.0,2672,2651,-21,,loss,2913,2868,45,JustWingIt,Celeryman,Darkot,Solojones,Scartrax,Croco,Jetlee,Tuhuar,FoxofGreed,Fang,Jujaga,Sicario,hollywood,1,3,79.06,0,defend,9,mercy,,,,,meh,,,,,,,,,
78,12/9/2016,,3,37.0,,,,,loss,2913,2868,45,JustWingIt,Celeryman,Darkot,Solojones,Scartrax,Croco,Jetlee,Tuhuar,FoxofGreed,Fang,Jujaga,Sicario,hollywood,2,1,106.28,0,attack,7,lucio,,,,,meh,,,,,,,,,
79,12/11/2016,,3,38.0,2651,2621,-30,,loss,-,-,-,JustWingIt,Favonius,HBHack,Looty,SorrowGrave,Littlecup,Colgate,Granmumper,Daedalus,Goliath,Llama213,PrisonDaddy,volskaya industries,1,1,,0,attack,9,ana,,,,,meh,,,,,,,,,
80,12/11/2016,,3,38.0,,,,,loss,-,-,-,JustWingIt,Favonius,HBHack,Looty,SorrowGrave,Littlecup,Colgate,Granmumper,Daedalus,Goliath,Llama214,PrisonDaddy,volskaya industries,2,2,,2:09,defend,6,mercy,,,,,meh,,,,,,,,,
81,12/11/2016,,3,39.0,2621,2648,27,,win,-,-,-,JustWingIt,Favonius,SorrowGrave,Whewt,Xallen,Swordoftyr,ZigZagMan31,Helloimnice,CN73DRummer,Maka,Opyum,StupidMick,king's row,1,3,70.19,0,attack,9,zen,,,,,meh,,,,,,,,,
82,12/11/2016,,3,39.0,,,,,win,-,-,-,JustWingIt,Favonius,SorrowGrave,Whewt,Xallen,Swordoftyr,ZigZagMan31,Helloimnice,CN73DRummer,Maka,Opyum,StupidMick,king's row,2,0,0,0,defend,4,zen,,,,,meh,,,,,,,,,
83,12/11/2016,,3,40.0,2648,2673,25,,win,-,-,-,JustWingIt,Favonius,SorrowGrave,BigRube,Ichabod,Valentine,NightKnight,KennyBoy,Fooked,Gargantuan,Shadowgirl69,Snowshadow,illios,-,www,3-0,,cp,14,zen,,,,,meh,,,,,,,,,
84,12/11/2016,,3,41.0,2673,2673,0,,draw,2761,2750,11,JustWingIt,Berezaa,Darkot,HBHack,Solojones,Jettstone,Hugostiglitz,Jester,Koko,Nich,Saykev,Smangings,numbani,1,0,0,0,defend,5,mercy,,,,,meh,,,,,,,,,
85,12/11/2016,,3,41.0,,,,,draw,2761,2750,11,JustWingIt,Berezaa,Darkot,HBHack,Solojones,Jettstone,Hugostiglitz,Jester,Koko,Nich,Saykev,Smangings,numbani,2,0,0,0,attack,5,mercy,,,,,meh,,,,,,,,,
86,12/11/2016,,3,42.0,2673,2709,36,,win,2769,2780,-11,JustWingIt,Berezaa,Darkot,Gwennie,HBHack,Solojones,M3ga,Dystopian,Ersatz,Frost,FruitKid,TheNelly,hanamura,1,2,,:30,defend,7,mercy,,,,,meh,,,,,,,,,
87,12/11/2016,,3,42.0,,,,,win,2769,2780,-11,JustWingIt,Berezaa,Darkot,Gwennie,HBHack,Solojones,M3ga,Dystopian,Ersatz,Frost,FruitKid,TheNelly,hanamura,2,2,,5:24,attack,3,mercy,,,,,meh,,,,,,,,,
88,12/11/2016,,3,42.0,,,,,win,2769,2780,-11,JustWingIt,Berezaa,Darkot,Gwennie,HBHack,Solojones,M3ga,Dystopian,Ersatz,Frost,FruitKid,TheNelly,hanamura,3,0,,0,defend,1,mercy,,,,,meh,,,,,,,,,
89,12/11/2016,,3,42.0,,,,,win,2769,2780,-11,JustWingIt,Berezaa,Darkot,Gwennie,HBHack,Solojones,M3ga,Dystopian,Ersatz,Frost,FruitKid,TheNelly,hanamura,4,1,,2:45,attack,3,mercy,,,,,meh,,,,,,,,,
90,12/11/2016,,3,43.0,2709,2746,37,,win,2787,2739,48,JustWingIt,Berezaa,Darkot,HBHack,Solojones,Crazykidd10,ProjectVX,AngryCupcak,Elbow,JDiesel,McPiccolo,Solidsmyth,illios,-,www,3-0,,cp,15,lucio,,,,,meh,,,,,,,,,
91,12/11/2016,,3,44.0,2746,2788,42,,win,2755,2763,-8,JustWingIt,Berezaa,Darkot,HBHack,Looty,Solojones,Adryan,Hellsbringer,Jarlaxle,PZCMaster9ce,Roninab,Wakak18,nepal,-,lwwlw,3-2,,cp,17,lucio,,,,,meh,,,,,,,,,
92,12/11/2016,,3,45.0,2788,2762,-26,,loss,2785,2773,12,JustWingIt,Berezaa,Darkot,HBHack,Looty,Solojones,IEatWorms,Crees,Lorde,Popsicable,SaltyAlex,TMerc,king's row,1,2,45.03,0,attack,8,lucio,,,,,meh,,,,,,,,,
93,12/11/2016,,3,45.0,,,,,loss,2785,2773,12,JustWingIt,Berezaa,Darkot,HBHack,Looty,Solojones,IEatWorms,Crees,Lorde,Popsicable,SaltyAlex,TMerc,king's row,2,3,45.04,3:54,defend,3,symmetra,lucio,zen,,,meh,,,,,,,,,
94,12/11/2016,,3,46.0,2762,2745,-17,,loss,2823,2803,20,JustWingIt,Berezaa,Darkot,HBHack,Looty,ButchyPeeps,David,Crees,Lorde,Popsicable,SaltyAlex,TMerc,gibraltar,1,0,61.91,0,attack,4,mercy,,,,,meh,,,,,,,,,
