,date,time,season,game_id,sr_start,sr_finish,sr_delta,streak_number,result,my_team_sr,enemy_team_sr,team_sr_delta,my_team_1,my_team_2,my_team_3,my_team_4,my_team_5,my_team_6,enemy_team_1,enemy_team_2,enemy_team_3,enemy_team_4,enemy_team_5,enemy_team_6,map,round,capscore,score_distance,time_left,team_role,match_length,charcter_1,character_2,character_3,communication,note,psychological_condition,eliminations,objective_kills,damage,healing,deaths,weapon_accuracy,offensive_assists,defensive_assists,scoped
508,1/15/2017,,3,251.0,,,,,win,2061,2053,-8,JustWingIt,FunkyBoi,Mercy,Khron1k,IronTissue,Phantom,Animeistrash,BuddhaMental,EddT7854,코넬,Muf4s5,SupremeGypsy,dorado,2,0,82.57,0,defend,4.5,mercy,,,,Throw isn't a bad rein,meh,,,,,,,,,
509,1/15/2017,,3,252.0,2108,2084,-24,,loss,2068,2114,46,JustWingIt,King,Porphyria,Jon,KingBacca,WuzupMyHomiZ,Greed,Khron1k,Combichrist,Kokujin,EverDred,OcommodityO,gibraltar,1,3,88.63,1:20,defend,7,zen,lucio,,,,meh,,,,,,,,,
510,1/15/2017,,3,252.0,,,,,loss,2068,2114,46,JustWingIt,King,Porphyria,Jon,KingBacca,WuzupMyHomiZ,Greed,Khron1k,Combichrist,Kokujin,EverDred,OcommodityO,gibraltar,2,3,88.63,0,attack,9.5,lucio,,,,,meh,,,,,,,,,
511,1/15/2017,,3,252.0,,,,,loss,2068,2114,46,JustWingIt,King,Porphyria,Jon,KingBacca,WuzupMyHomiZ,Greed,Khron1k,Combichrist,Kokujin,EverDred,OcommodityO,gibraltar,3,0,7.09,0,attack,1,mercy,,,,,meh,,,,,,,,,
512,1/15/2017,,3,252.0,,,,,loss,2068,2114,46,JustWingIt,King,Porphyria,Jon,KingBacca,WuzupMyHomiZ,Greed,Khron1k,Combichrist,Kokujin,EverDred,OcommodityO,gibraltar,4,1,7.1,1:18,defend,1,mercy,,,,,meh,,,,,,,,,
513,1/15/2017,,3,253.0,2084,2064,-20,,loss,2042,2013,-29,JustWingIt,Charz,Skrieg,Draaaaaaaven,Mikekiwi,SupremeMeep,Suprasexual,King,Paradox,Etrain,Hotpocket,Trpeanut44,illios,1,0-3,lll,,cp,12,ana,,,,,meh,,,,,,,,,
514,1/15/2017,,3,254.0,2064,2064,0,,draw,2068,2046,-22,JustWingIt,Charz,MrSiggy18,Womble,SwayDe,Yuh7uly,OGtillman,BlazingFire,Tony,GameOver,ZhangJiao,Vaxyle,template of anubis,1,0,,0,attack,4.5,,,,,,meh,,,,,,,,,
515,1/15/2017,,3,254.0,,,,,draw,2068,2046,-22,JustWingIt,Charz,MrSiggy18,Womble,SwayDe,Yuh7uly,OGtillman,BlazingFire,Tony,GameOver,ZhangJiao,Vaxyle,template of anubis,2,0,,0,defend,5,symmetra,,,,,meh,,,,,,,,,
516,1/15/2017,,3,255.0,2064,2042,-22,,loss,2072,2060,-12,JustWingIt,ImSoStoned,Ketchup,Goliath,ZhangJiao,Vaxyle,BaldingPuma,KevyWestside,Tony,GameOver,Sinister,Paul,volskaya industries,1,0,,0,attack,4,,,,,,meh,,,,,,,,,
517,1/15/2017,,3,255.0,,,,,loss,2072,2060,-12,JustWingIt,ImSoStoned,Ketchup,Goliath,ZhangJiao,Vaxyle,BaldingPuma,KevyWestside,Tony,GameOver,Sinister,Paul,volskaya industries,2,1,,0:20,defend,2.5,,,,,,meh,,,,,,,,,
518,1/16/2017,,3,256.0,2042,2016,-26,,loss,1996,1983,-13,JustWingIt,TheElmoTard,SirFitch,CookieNDough,ShoDano609,BSquared415,AxHon,Cody0419,HoneyBadger4,Chua,Kaelis,MyLife4Airu,numbani,1,2,65.81,0,attack,8,ana,,,,,meh,,,,,,,,,
519,1/16/2017,,3,256.0,,,,,loss,1996,1983,-13,JustWingIt,TheElmoTard,SirFitch,CookieNDough,ShoDano609,BSquared415,AxHon,Cody0419,HoneyBadger4,Chua,Kaelis,MyLife4Airu,numbani,2,3,65.82,0,defend,9,torbjorn,soldier76,,,,meh,,,,,,,,,
520,1/16/2017,,3,257.0,2016,2016,0,,,1999,2005,6,JustWingIt,Endlessova,WatchMen,StackablCups,HefeWeizen,Mortred,YungMooLahbb,PoliceState,Gud269,Lukii,Hawthite,Morgan,oasis,-,-,,,cp,0,symmetra,,,,,meh,,,,,,,,,
521,1/16/2017,,3,258.0,2016,1986,-30,,loss,2023,2018,-5,JustWingIt,Endlessova,PoliceState,Lukii,HeyImPilot,Yari,Gud269,HefeWeizen,Hawthite,고재형,EtherCrown,Kintoki,lijiang tower,-,0-3,lll,,cp,12.5,lucio,mercy,,,,meh,,,,,,,,,
522,1/16/2017,,3,259.0,1986,1986,0,,draw,1956,1947,-9,JustWingIt,Instinct48,Skred,Disasterow,VampCorpse,Matt,Sectasempra,Straxog,Extenze,MadeinUSA,ShadyNasty45,WarMachine,hollywood,1,0,,0,attack,4,,,,,,meh,,,,,,,,,
523,1/16/2017,,3,259.0,,,,,draw,1956,1947,-9,JustWingIt,Instinct48,Skred,Disasterow,VampCorpse,Matt,Sectasempra,Straxog,Extenze,MadeinUSA,ShadyNasty45,WarMachine,hollywood,2,0,,0,defend,4,torbjorn,,,,,meh,,,,,,,,,
524,1/17/2017,,3,260.0,1986,2013,27,,win,-,-,-,JustWingIt,OWOWhatsThis,Blacknam,BlackNipple,LuckyTiger,MrLorsky,Casanovah,CVA,DongDong,Sadta,WooGyeom,서 이나 아,eichenwalde,1,0,,0,defend,4,symmetra,,,,,meh,,,,,,,,,
525,1/17/2017,,3,260.0,,,,,win,,,,JustWingIt,OWOWhatsThis,Blacknam,BlackNipple,LuckyTiger,MrLorsky,Casanovah,CVA,DongDong,Sadta,WooGyeom,서 이나 아,eichenwalde,2,1,,0:18,attack,4,torbjorn,,,,,meh,,,,,,,,,
526,1/17/2017,,3,261.0,2013,2041,28,,win,-,-,-,JustWingIt,OWOWhatsThis,ClanThunder,Cipher,PwrfulSulPA,HenessyQC,Arkadion,OMOShiboy,Marspaghetti,KnightinGale,Lag,Lvl21DugTrio,gibraltar,1,0,52.59,0,defend,4,torbjorn,,,,,meh,,,,,,,,,
527,1/17/2017,,3,261.0,,,,,win,,,,JustWingIt,OWOWhatsThis,ClanThunder,Cipher,PwrfulSulPA,HenessyQC,Arkadion,OMOShiboy,Marspaghetti,KnightinGale,Lag,Lvl21DugTrio,gibraltar,2,1,52.6,3:10,attack,1,torbjorn,,,,,meh,,,,,,,,,
528,1/17/2017,,3,262.0,2041,2074,33,,win,-,-,-,JustWingIt,OWOWhatsThis,SaintJium,Triiger123,Camokiller99,Saint21,Rushdi,Lion,Luk,PapaBoyer,Megustatacos,Torbnation,dorado,1,3,85.75,2:35,attack,5.5,torbjorn,,,,,meh,,,,,,,,,
529,1/17/2017,,3,262.0,,,,,win,,,,JustWingIt,OWOWhatsThis,SaintJium,Triiger123,Camokiller99,Saint21,Rushdi,Lion,Luk,PapaBoyer,Megustatacos,Torbnation,dorado,2,0,80.92,0,defend,4.5,torbjorn,,,,,meh,,,,,,,,,
530,1/17/2017,,3,263.0,2074,2102,28,,win,-,-,-,JustWingIt,OWOWhatsThis,PickThenPush,Borderline,Dubbz,ForceQuit,BoynextDoor,IceSmashing,Lothinar,NickRyan,Takonvi,TheGoonyMac,eichenwalde,1,0,,0,defend,4,symmetra,,,,,meh,,,,,,,,,
531,1/17/2017,,3,263.0,,,,,win,,,,JustWingIt,OWOWhatsThis,PickThenPush,Borderline,Dubbz,ForceQuit,BoynextDoor,IceSmashing,Lothinar,NickRyan,Takonvi,TheGoonyMac,eichenwalde,2,1,,2:24,attack,1.5,torbjorn,,,,,meh,,,,,,,,,
532,1/17/2017,,3,264.0,2102,2142,40,,win,-,-,-,JustWingIt,OWOWhatsThis,PickThenPush,Ghost,StudioGhoul,Ganic,RayGun1023,BayView,Retep57,ChiefJosh,DeMaster,Demon,route 66,1,1,69.63,0,defend,5,torbjorn,,,,,meh,,,,,,,,,
533,1/17/2017,,3,264.0,,,,,win,,,,JustWingIt,OWOWhatsThis,PickThenPush,Ghost,StudioGhoul,Ganic,RayGun1023,BayView,Retep57,ChiefJosh,DeMaster,Demon,route 66,2,2,69.64,0:19,attack,4.5,torbjorn,,,,,meh,,,,,,,,,
534,1/17/2017,,3,265.0,2142,2122,-20,,loss,-,-,-,JustWingIt,OWOWhatsThis,PickThenPush,MadCody22,OBXSpitFire,honey8Dew,Ganic,Barely,Nero,Abandoned,Crazzyll,Puk3,gibraltar,1,0,45.91,0,attack,4.5,torbjorn,,,,,meh,,,,,,,,,
535,1/17/2017,,3,265.0,,,,,loss,,,,JustWingIt,OWOWhatsThis,PickThenPush,MadCody22,OBXSpitFire,honey8Dew,Ganic,Barely,Nero,Abandoned,Crazzyll,Puk3,gibraltar,2,1,45.92,1:43,defend,2.5,torbjorn,ana,,,,meh,,,,,,,,,
536,1/17/2017,,3,266.0,2122,2122,0,,draw,-,-,-,JustWingIt,OWOWhatsThis,PickThenPush,Yidus,Merlin,SacredBonz,Lambuck1,ZackCon2,Injoi,Korker,RoadtoTorb3k,Yahtzee,hollywood,1,3,79.06,0,attack,8.5,lucio,,,,,meh,,,,,,,,,
537,1/17/2017,,3,266.0,,,,,draw,,,,JustWingIt,OWOWhatsThis,PickThenPush,Yidus,Merlin,SacredBonz,Lambuck2,ZackCon3,Injoi,Korker,RoadtoTorb3k,Yahtzee,hollywood,2,3,79.06,2:18,defend,6,symmetra,,,,,meh,,,,,,,,,
538,1/17/2017,,3,266.0,,,,,draw,,,,JustWingIt,OWOWhatsThis,PickThenPush,Yidus,Merlin,SacredBonz,Lambuck3,ZackCon4,Injoi,Korker,RoadtoTorb3k,Yahtzee,hollywood,3,0,,0,defend,4,symmetra,,,,,meh,,,,,,,,,
539,1/17/2017,,3,267.0,2122,2145,23,,win,-,-,-,JustWingIt,OWOWhatsThis,Midnight,Buena,JasonOlivas,NightOwl,Sylofic,Yidus,Hiimgochu,MadeinKorea,Lambuck1,ZackCon2,volskaya industries,1,0,,0,defend,4,symmetra,,,,,meh,,,,,,,,,
540,1/17/2017,,3,267.0,,,,,win,,,,JustWingIt,OWOWhatsThis,Midnight,Buena,JasonOlivas,NightOwl,Sylofic,Yidus,Hiimgochu,MadeinKorea,Lambuck1,ZackCon2,volskaya industries,2,1,,2,attack,2,ana,,,,,meh,,,,,,,,,
541,1/17/2017,,3,268.0,2145,2171,26,,win,-,-,-,JustWingIt,OWOWhatsThis,GimpXtreme,MadMage,MockMock,MonGolia,ScarletLee,Tacopie51,Midnight,AolMenki,Bubs,LaidBackLiu,template of anubis,1,0,,0,defend,4,symmetra,,,,,meh,,,,,,,,,
542,1/17/2017,,3,268.0,,,,,win,,,,JustWingIt,OWOWhatsThis,GimpXtreme,MadMage,MockMock,MonGolia,ScarletLee,Tacopie51,Midnight,AolMenki,Bubs,LaidBackLiu,template of anubis,2,1,,0:05,attack,4,ana,,,,,meh,,,,,,,,,
543,1/17/2017,,3,269.0,2171,2157,-14,,loss,,,,JustWingIt,OWOWhatsThis,Buena,MadMage,MockMock,MonGolia,Gompers,MrTucker,BlackBetty45,ObamaDid912,Holloway,HzMcgee,nepal,-,0-3,lll,,cp,15.5,torbjorn,,ana,,,meh,,,,,,,,,
544,1/18/2017,,3,270.0,2157,2186,29,,win,Check,Check,-,-,-,-,-,-,-,-,-,-,-,-,-,volskaya industries,1,1,,0,defend,Check,symmetra,,,,,meh,,,,,,,,,
545,1/18/2017,,3,270.0,,,,,win,,,,-,-,-,-,-,-,-,-,-,-,-,-,volskaya industries,2,2,,,attack,Check,torbjorn,,,,,meh,,,,,,,,,
546,1/18/2017,,3,271.0,2186,2167,-19,,loss,2599,2615,16,JustWingIt,OWOWhatsThis,Dracarys,SkullMoth,IIstrippinII,Shogun442,Trinatis,GaryZilla,HelloMariMix,Jakizhan,MGNV7,VinHfinity,gibraltar,1,3,88.63,3:28,defend,5,ana,,,,,meh,,,,,,,,,
547,1/18/2017,,3,271.0,,,,,loss,2599,2615,16,JustWingIt,OWOWhatsThis,Dracarys,SkullMoth,IIstrippinII,Shogun443,Trinatis,GaryZilla,HelloMariMix,Jakizhan,MGNV8,VinHfinity,gibraltar,2,3,88.63,1:58,attack,6,zen,,,,,meh,,,,,,,,,
548,1/18/2017,,3,271.0,,,,,loss,2599,2615,16,JustWingIt,OWOWhatsThis,Dracarys,SkullMoth,IIstrippinII,Shogun444,Trinatis,GaryZilla,HelloMariMix,Jakizhan,MGNV9,VinHfinity,gibraltar,3,2,61.95,3.5,attack,3,zen,,,,,meh,,,,,,,,,
549,1/18/2017,,3,271.0,,,,,loss,2599,2615,16,JustWingIt,OWOWhatsThis,Dracarys,SkullMoth,IIstrippinII,Shogun445,Trinatis,GaryZilla,HelloMariMix,Jakizhan,MGNV10,VinHfinity,gibraltar,4,3,61.96,1:22,defend,2.5,zen,,,,,meh,,,,,,,,,
550,1/18/2017,,3,272.0,2167,2149,-18,,loss,2547,2596,49,JustWingIt,OWOWhatsThis,Zeldran,Is7ANumber,Dracarys,Talhn,CaptainStark,SnarkyGoblin,Mazz,Ferny2425,Vauloth,Walto,numbani,1,2,70.41,0,defend,8,torbjorn,,,,,meh,,,,,,,,,
551,1/18/2017,,3,272.0,,,,,loss,2547,2596,49,JustWingIt,OWOWhatsThis,Zeldran,Is7ANumber,Dracarys,Talhn,CaptainStark,SnarkyGoblin,Mazz,Ferny2425,Vauloth,Walto,numbani,2,2,67.76,0,attack,8,torbjorn,,,,,meh,,,,,,,,,
552,1/18/2017,,3,273.0,2149,2125,-24,,loss,2462,2456,-6,JustWingIt,OWOWhatsThis,KittnMittnz,Pallomine,PayDay,Spoops,Assassininja,Salvonic,Club,GnomeChopski,KingDuse,RiskyBiz,eichenwalde,1,0,,0,attack,4,torbjorn,,,,,meh,,,,,,,,,
553,1/18/2017,,3,273.0,,,,,loss,2462,2456,-6,JustWingIt,OWOWhatsThis,KittnMittnz,Pallomine,PayDay,Spoops,Assassininja,Salvonic,Club,GnomeChopski,KingDuse,RiskyBiz,eichenwalde,2,1,,2:25,defend,1.5,torbjorn,,,,,meh,,,,,,,,,
554,1/18/2017,,3,274.0,2125,2093,-32,,loss,2489,2477,-12,JustWingIt,OWOWhatsThis,Chrishen,Reativica,Breauxken,Tunechi,Dappy,NegoHD,Felcher,Statik,JustJosh,Permatilt,king's row,1,3,70.19,1:21,attack,7,zen,,,,,meh,,,,,,,,,
555,1/18/2017,,3,274.0,,,,,loss,2489,2477,-12,JustWingIt,OWOWhatsThis,Chrishen,Reativica,Breauxken,Tunechi,Dappy,NegoHD,Felcher,Statik,JustJosh,Permatilt,king's row,2,3,70.19,0:59,defend,7.5,zen,,,,,meh,,,,,,,,,
556,1/18/2017,,3,274.0,,,,,loss,2489,2477,-12,JustWingIt,OWOWhatsThis,Chrishen,Reativica,Breauxken,Tunechi,Dappy,NegoHD,Felcher,Statik,JustJosh,Permatilt,king's row,3,1,84.51,0,defend,3.5,zen,,,,,meh,,,,,,,,,
557,1/18/2017,,3,274.0,,,,,loss,2489,2477,-12,JustWingIt,OWOWhatsThis,Chrishen,Reativica,Breauxken,Tunechi,Dappy,NegoHD,Felcher,Statik,JustJosh,Permatilt,king's row,4,1,50.64,0,attack,3,zen,,,,,meh,,,,,,,,,
558,1/18/2017,,3,275.0,2093,2056,-37,,loss,-,2089,-,JustWingIt,FrankerZ,Wadewilson,CJwazzy,KetoCrisp,TigerBomb,SilentMurder,Risa,RuxedoMask,Deffoctopuss,HpDarkMan,MafMalcom,volskaya industries,1,2,,4:31,defend,3.5,zen,,,,,meh,,,,,,,,,
559,1/18/2017,,3,275.0,,,,,loss,-,2089,-,JustWingIt,FrankerZ,Wadewilson,CJwazzy,KetoCrisp,TigerBomb,SilentMurder,Risa,RuxedoMask,Deffoctopuss,HpDarkMan,MafMalcom,volskaya industries,2,1,,0,attack,8.5,zen,,,,,meh,,,,,,,,,
560,1/18/2017,,3,276.0,2056,2013,-43,,loss,2034,2041,7,JustWingIt,Azure,XloganWadeX,Jordan6739,Medivh,Succexy,NightSpark,Ccal,Relic,SkinDawg11,Aztur,Owens,dorado,1,3,85.75,0:13,defend,8.5,symmetra,pharah,,,,meh,,,,,,,,,
561,1/18/2017,,3,276.0,,,,,loss,2034,2041,7,JustWingIt,Azure,XloganWadeX,Jordan6739,Medivh,Succexy,NightSpark,Ccal,Relic,SkinDawg11,Aztur,Owens,dorado,2,0,78.25,0,attack,5.5,soldier76,mercy,,,,meh,,,,,,,,,
562,1/18/2017,,3,277.0,2013,2013,0,,draw,2008,2003,-5,JustWingIt,Azure,Medic,Mrs3rdFloor,Tricky,AznRedPanda,KatJam,LaJinn,Aokay,HeroClub,Nymphaea,SaintKai,template of anubis,1,1,,0,attack,8,symmetra,,,,,meh,,,,,,,,,
563,1/18/2017,,3,277.0,,,,,draw,2008,2003,-5,JustWingIt,Azure,Medic,Mrs3rdFloor,Tricky,AznRedPanda,KatJam,LaJinn,Aokay,HeroClub,Nymphaea,SaintKai,template of anubis,2,1,,0,defend,8,symmetra,,,,,meh,,,,,,,,,
564,1/19/2017,,3,278.0,2013,1966,-47,,loss,2002,2010,8,JustWingIt,Phenixzera,ReRun,XenoHort,NightMarecv,GravityBro,WrayChris,Michong,Hecticsh4dow,Azren,GoldenEye,Blindspot,king's row,1,2,68.25,0,defend,8.5,torbjorn,zen,,,,meh,,,,,,,,,
565,1/19/2017,,3,278.0,,,,,loss,2002,2010,8,JustWingIt,Phenixzera,ReRun,XenoHort,NightMarecv,GravityBro,WrayChris,Michong,Hecticsh4dow,Azren,GoldenEye,Blindspot,king's row,2,2,63.21,0,attack,8,zen,lucio,,,,meh,,,,,,,,,
566,1/19/2017,,3,279.0,1966,1992,26,,win,2328,2375,47,JustWingIt,OWOWhatsThis,PickThenPush,RedSkulz,Default44,Phantom,Dangleesac,BigBoyBrandy,Backwards,AutoMatik,Dave,Malmuffin,route 66,1,1,86.37,0,defend,5.5,torbjorn,,,,,meh,,,,,,,,,
567,1/19/2017,,3,279.0,,,,,win,2328,2375,47,JustWingIt,OWOWhatsThis,PickThenPush,RedSkulz,Default44,Phantom,Dangleesac,BigBoyBrandy,Backwards,AutoMatik,Dave,Malmuffin,route 66,2,2,86.38,0,attack,5.5,symmetra,,,,,meh,,,,,,,,,
568,1/19/2017,,3,280.0,1992,2020,28,,win,2355,2396,41,JustWingIt,OWOWhatsThis,PickThenPush,FrostyShadow,SwagMaster51,Samuel,Yosamamama,CrispyN64,Constintinea,Wheevil,Secretsword,Sparkko,template of anubis,1,0,,0,defend,4,symmetra,,,,,meh,,,,,,,,,
569,1/19/2017,,3,280.0,,,,,win,2355,2396,41,JustWingIt,OWOWhatsThis,PickThenPush,FrostyShadow,SwagMaster51,Samuel,Yosamamama,CrispyN64,Constintinea,Wheevil,Secretsword,Sparkko,template of anubis,2,1,,0,attack,1.5,symmetra,,,,,meh,,,,,,,,,
570,1/19/2017,,3,281.0,2020,2003,-17,,loss,2479,2506,27,JustWingIt,Asimmovania,OWOWhatsthis,PickThenPush,OPKid,Reclaimer,FreakinHobo,Spikeroo,Bataki,Flego,Krisk,MikeBraisted,hollywood,1,3,79.06,2:44,defend,7,symmetra,,,,,meh,,,,,,,,,
571,1/19/2017,,3,281.0,,,,,loss,2479,2506,27,JustWingIt,Asimmovania,OWOWhatsthis,PickThenPush,OPKid,Reclaimer,FreakinHobo,Spikeroo,Bataki,Flego,Krisk,MikeBraisted,hollywood,2,2,42:21:00,0,attack,8.5,ana,,,,Infinitend decided to just afk this game and force us the lost,meh,,,,,,,,,
572,1/19/2017,,3,282.0,2003,1985,-18,,loss,2474,2502,28,JustWingIt,Asimmovania,OWOWhatsthis,Bonkripper,Motivating,Vital,PatrickSt,Staph,tomato,FortyFives,Furioustyles,MrJohnson,dorado,1,0,52.78,0,attack,4.5,torbjorn,soldier76,lucio,,,meh,,,,,,,,,
573,1/19/2017,,3,282.0,,,,,loss,2474,2502,28,JustWingIt,Asimmovania,OWOWhatsthis,Bonkripper,Motivating,Vital,PatrickSt,Staph,tomato,FortyFives,Furioustyles,MrJohnson,dorado,2,0,52.79,3:16,defend,1,mercy,,,,,meh,,,,,,,,,
574,1/19/2017,,3,283.0,1985,2008,23,,win,2474,2460,-14,JustWingIt,Asimmovania,OWOWhatsthis,JBG,Rockadile,PapaPuddin,Damaramu,QiCheng,TheSmurfGod,BlackLotus,CakeinaCup,Rozey2,lijiang tower,-,3-0,www,,cp,13,symmetra,,,,,meh,,,,,,,,,
575,1/19/2017,,3,284.0,2008,1986,-22,,loss,2358,2371,13,JustWingIt,Asimmovania,Han,Cozmic,Sharkbait,Whel,Fe1998,Kenson,ShaiSo,Flooze,Ion000,Nyanthos,oasis,-,0-3,lll,,cp,16.5,symmetra,mercy,,,,meh,,,,,,,,,
576,1/20/2017,,3,285.0,1986,2007,21,,win,1964,1967,3,JustWingIt,Xero,Azorac,GoldenBoy,Borkly,GPGafterMath,BadWolf,Danyx,SmokePhase,Dakng,Afro,Gee,hollywood,1,3,79.06,0,attack,8.5,zen,,,,,meh,,,,,,,,,
577,1/20/2017,,3,285.0,,,,,win,1964,1967,3,JustWingIt,Xero,Azorac,GoldenBoy,Borkly,GPGafterMath,BadWolf,Danyx,SmokePhase,Dakng,Afro,Gee,hollywood,2,0,,0,defend,4,torbjorn,,,,,meh,,,,,,,,,
578,1/20/2017,,3,286.0,2007,2026,19,,win,1972,1937,-35,JustWingIt,Azorac,GoldenBoy,Xero,BentStar,Trowa,Sride001,Tallnut66,AirForceJuan,Castro99,KcoBra93,Zesty,route 66,1,2,67.28,0,attack,7,mercy,,,,,meh,,,,,,,,,
579,1/20/2017,,3,286.0,,,,,win,1972,1937,-35,JustWingIt,Azorac,GoldenBoy,Xero,BentStar,Trowa,Sride001,Tallnut66,AirForceJuan,Castro99,KcoBra93,Zesty,route 66,2,0,28.66,0,defend,4,zen,,,,,meh,,,,,,,,,
580,1/20/2017,,3,287.0,2026,2048,22,,win,1991,1955,-36,JustWingIt,GoldenBoy,Trowa,Xero,HnLwing,Lucius,XenoCrates,Dacastus,DFThursday,Hiimoutburst,Pointless,Tarpoon,numbani,1,2,70.21,0,attack,8.5,zen,,,,Ana,meh,,,,,,,,,
581,1/20/2017,,3,287.0,,,,,win,1991,1955,-36,JustWingIt,GoldenBoy,Trowa,Xero,HnLwing,Lucius,XenoCrates,Dacastus,DFThursday,Hiimoutburst,Pointless,Tarpoon,numbani,2,0,,0,defend,4,mercy,,,,Disconnect on enemy team in last 20 seconds. ,meh,,,,,,,,,
582,1/20/2017,,3,288.0,2048,2048,0,,draw,2005,1977,-28,JustWingIt,GoldenBoy,Trowa,HnLwing,Omni,ZeroZephyr,Anorak,Brandowonder,Flippity,Lefunny,Loading,Veno,hanamura,1,1,,0,attack,8,ana,,,,,meh,,,,,,,,,
583,1/20/2017,,3,288.0,,,,,draw,2005,1977,-28,JustWingIt,GoldenBoy,Trowa,HnLwing,Omni,ZeroZephyr,Anorak,Brandowonder,Flippity,Lefunny,Loading,Veno,hanamura,2,1,,0,defend,8,ana,,,,Throw isn't a bad rein,meh,,,,,,,,,
584,1/20/2017,,3,289.0,2048,2081,33,,win,2018,1994,-24,JustWingIt,GoldenBoy,HnLwing,Trowa,ZeroZephyr,Viserion,Swtch,Dezorak,Lugiaveltal,MrJgLfc,MyXlarious,ShadowEagle,gibraltar,1,2,57.68,0,attack,8,mercy,ana,,,,meh,,,,,,,,,
585,1/20/2017,,3,289.0,,,,,win,2018,1994,-24,JustWingIt,GoldenBoy,HnLwing,Trowa,ZeroZephyr,Viserion,Swtch,Dezorak,Lugiaveltal,MrJgLfc,MyXlarious,ShadowEagle,gibraltar,2,2,47.29,0,defend,8.5,ana,,,,,meh,,,,,,,,,
586,1/22/2017,,3,290.0,2081,2057,-24,,loss,2073,2051,-22,JustWingIt,MrGod,Lunaticcalm,Nevermind,Carmilla,Positivity,Guapo,Mvj23,Kwisatz,RommyD,Basilisk,Denn1s,king's row,1,0,,0,attack,4,zen,,,,,,,,,,,,,,
587,1/22/2017,,3,290.0,,,,,loss,2073,2051,-22,JustWingIt,MrGod,Lunaticcalm,Nevermind,Carmilla,Positivity,Guapo,Mvj23,Kwisatz,RommyD,Basilisk,Denn1s,king's row,2,1,,2:33,defend,1.5,zen,,,,,meh,,,,,,,,,
588,1/22/2017,,3,291.0,2057,2083,26,,win,2076,2019,-57,JustWingIt,Leo,xxqOOqxx,GreenBeanzz,Magicka,Sour12324,ArkHebes,Reight,Goochthegrey,Kurt,Autoparts,Pinkies,nepal,-,3-1,wwlw,,cp,,ana,,,,,meh,,,,,,,,,
589,1/23/2017,,3,292.0,2083,2108,25,,win,2062,2068,6,JustWingIt,DoctorEvil,LittleCat,Skrrt,A4AlonS003,WildGhost,Aznghost,SaltyVaper,Eraklice,Gator,Husky,HuskyBruns,hollywood,1,1,95.53,0,attack,6.5,ana,,,,,meh,,,,,,,,,
590,1/23/2017,,3,292.0,,,,,win,2062,2068,6,JustWingIt,DoctorEvil,LittleCat,Skrrt,A4AlonS003,WildGhost,Aznghost,SaltyVaper,Eraklice,Gator,Husky,HuskyBruns,hollywood,2,0,,0,defend,4,torbjorn,,,,,meh,,,,,,,,,
591,1/23/2017,,3,293.0,2108,2083,-25,,loss,2105,2102,-3,JustWingIt,JaBroni,Kowalski,NinthPixel,Raletia,Synaptic,DoctorEvil,PhilyCheese,BootyBarks,Griever,Lazav,Toxicoxgen,illios,-,2-3,wllwl,,cp,26,lucio,zen,,,,meh,,,,,,,,,
592,1/23/2017,,3,294.0,2083,2054,-29,,loss,2042,2036,-6,JustWingIt,TML03,MingOOMangOO,Reikoshea,Laws13,Mishynemo,Malachai,EvantheKing,MKarvells,Kowalski,NinthPixel,Raletia,hanamura,1,2,,3:14,defend,5,symmetra,,,,,meh,,,,,,,,,
593,1/23/2017,,3,294.0,,,,,loss,2042,2036,-6,JustWingIt,TML04,MingOOMangOO,Reikoshea,Laws14,Mishynemo,Malachai,EvantheKing,MKarvells,Kowalski,NinthPixel,Raletia,hanamura,2,0,,0,attack,5.5,ana,,,,,meh,,,,,,,,,
594,1/23/2017,,3,295.0,2054,2054,0,,,2028,2030,2,JustWingIt,SamSam,KyroCore,Nuhanda,AAALex,EvokedV2,Shad,VVVV,Beers,BattlenetBot,SlipperySnak,Click2Win,dorado,1,-,,,defend,0,torbjorn,,,,,meh,,,,,,,,,
595,1/23/2017,,3,296.0,2054,2031,-23,,loss,2063,2023,-40,JustWingIt,WetWilly2140,Beers,Mossies,SlipperySnak,Drunk3nDave,MDzz,Shad,VVVV,Nuhanda,BattlenetBot,RomanSpartan,oasis,-,2-3,wwlll,,cp,17.5,ana,,,,,meh,,,,,,,,,
596,1/23/2017,,3,297.0,2031,2054,23,,win,2033,1961,-72,JustWingIt,TDK,LeSath,DonBrenner,JohnCena1738,Velociraptor,MadMonkey,IronMonkey,Azulish,PomPomball,FridayNight,NetoBrev,illios,-,3-0,www,,cp,11,lucio,,,,,meh,,,,,,,,,
597,1/23/2017,,3,298.0,2054,2076,22,,win,2038,2040,2,JustWingIt,Altoids69,Ayreon,CrazySpooky,Illgotten,NaySoji,GCeekon,Doge,Heater,Malachai,Janglez,RageWolf,nepal,-,3-0,www,,cp,11,zen,,,,,meh,,,,,,,,,
598,1/23/2017,,3,299.0,2076,2076,0,,draw,2059,2025,-34,JustWingIt,Altoids69,CrazySpooky,Illgotten,NaySoji,Saboltooth,Fireflyhobo,FlippityFlop,Saeiter,Luciferhead,Sneez3,TKC,hanamura,1,2,,0,defend,8.5,zen,,,,,meh,,,,,,,,,
